"Country","Year","Value","Destination"
"BWA",1990,5311.87,"ppp ph17"
"BRA",1990,5263.53,"ppp ph17"
"BRN",1990,36242.25,"ppp ph17"
"BGR",1990,7174.14,"ppp ph17"
"BFA",1990,522.86,"ppp ph17"
"KHM",1990,562.45,"ppp ph17"
"CMR",1990,1605.02,"ppp ph17"
"CAN",1990,20203.81,"ppp ph17"
"CPV",1990,1098.07,"ppp ph17"
"CAF",1990,584.41,"ppp ph17"
"TCD",1990,726.39,"ppp ph17"
"CHL",1990,4995.23,"ppp ph17"
"CHN",1990,796.15,"ppp ph17"
"COL",1990,4305.37,"ppp ph17"
"COM",1990,849.86,"ppp ph17"
"COD",1990,404.18,"ppp ph17"
"COG",1990,2658.17,"ppp ph17"
"CRI",1990,NA,"ppp ph17"
"CIV",1990,1346.08,"ppp ph17"
"HRV",1990,NA,"ppp ph17"
"CYP",1990,12472.25,"ppp ph17"
"CZE",1990,NA,"ppp ph17"
"DNK",1990,18583.01,"ppp ph17"
"DJI",1990,NA,"ppp ph17"
"DMA",1990,5458.23,"ppp ph17"
"DOM",1990,2930.65,"ppp ph17"
"ECU",1990,4249.5,"ppp ph17"
"EGY",1990,2562.66,"ppp ph17"
"SLV",1990,2682.24,"ppp ph17"
"GNQ",1990,440.92,"ppp ph17"
"ERI",1990,NA,"ppp ph17"
"EST",1990,NA,"ppp ph17"
"ETH",1990,394.72,"ppp ph17"
"FJI",1990,2401.52,"ppp ph17"
"FIN",1990,16855.39,"ppp ph17"
"KEN",1990,1065.97,"ppp ph17"
"FRA",1990,18156.57,"ppp ph17"
"GAB",1990,11121.11,"ppp ph17"
"GMB",1990,1123.84,"ppp ph17"
"GEO",1990,NA,"ppp ph17"
"DEU",1990,18323.87,"ppp ph17"
"GHA",1990,973.62,"ppp ph17"
"GRC",1990,13081.38,"ppp ph17"
"GRD",1990,5509.33,"ppp ph17"
"GTM",1990,2897.5,"ppp ph17"
"GIN",1990,645.4,"ppp ph17"
"GNB",1990,962.15,"ppp ph17"
"GUY",1990,2222.4,"ppp ph17"
"HTI",1990,1017.36,"ppp ph17"
"HND",1990,2267.56,"ppp ph17"
"HKG",1990,17302.64,"ppp ph17"
"HUN",1990,9174.5,"ppp ph17"
"ISL",1990,18907.37,"ppp ph17"
"IND",1990,883.04,"ppp ph17"
"IDN",1990,1543.37,"ppp ph17"
"IRN",1990,4540.2,"ppp ph17"
"IRQ",1990,NA,"ppp ph17"
"IRL",1990,12814.82,"ppp ph17"
"ISR",1990,13334.1,"ppp ph17"
"ITA",1990,17222.45,"ppp ph17"
"JAM",1990,5527.63,"ppp ph17"
"JPN",1990,19200.26,"ppp ph17"
"JOR",1990,2321.89,"ppp ph17"
"KAZ",1990,NA,"ppp ph17"
"KIR",1990,3201.51,"ppp ph17"
"KOR",1990,7829.16,"ppp ph17"
"UVK",1990,NA,"ppp ph17"
"KWT",1990,18764.7,"ppp ph17"
"KGZ",1990,NA,"ppp ph17"
"LAO",1990,687.67,"ppp ph17"
"LVA",1990,NA,"ppp ph17"
"LBN",1990,3894.28,"ppp ph17"
"LSO",1990,685.15,"ppp ph17"
"LBR",1990,NA,"ppp ph17"
"LBY",1990,9139.09,"ppp ph17"
"LTU",1990,NA,"ppp ph17"
"MDV",1990,2034.32,"ppp ph17"
"NGA",1990,1005.05,"ppp ph17"
"ROU",1990,5602.94,"ppp ph17"
"LUX",1990,31535.54,"ppp ph17"
"MKD",1990,NA,"ppp ph17"
"MDG",1990,705.78,"ppp ph17"
"MWI",1990,391.98,"ppp ph17"
"MYS",1990,4799.34,"ppp ph17"
"MLI",1990,500.45,"ppp ph17"
"MLT",1990,NA,"ppp ph17"
"MHL",1990,NA,"ppp ph17"
"MRT",1990,1146.26,"ppp ph17"
"MUS",1990,4207.95,"ppp ph17"
"MEX",1990,7357.94,"ppp ph17"
"FSM",1990,NA,"ppp ph17"
"MDA",1990,NA,"ppp ph17"
"MNG",1990,1933.02,"ppp ph17"
"MNE",1990,NA,"ppp ph17"
"MAR",1990,2036.02,"ppp ph17"
"MOZ",1990,258.57,"ppp ph17"
"MMR",1990,NA,"ppp ph17"
"NAM",1990,3074.97,"ppp ph17"
"NPL",1990,505.45,"ppp ph17"
"NLD",1990,18895.37,"ppp ph17"
"NZL",1990,13695.17,"ppp ph17"
"NIC",1990,NA,"ppp ph17"
"NER",1990,492.81,"ppp ph17"
"NOR",1990,23435.46,"ppp ph17"
"OMN",1990,10595.85,"ppp ph17"
"PAK",1990,1193.04,"ppp ph17"
"PAN",1990,3885.25,"ppp ph17"
"PNG",1990,1198.03,"ppp ph17"
"PRY",1990,3416.68,"ppp ph17"
"PER",1990,3242.16,"ppp ph17"
"PHL",1990,1872.58,"ppp ph17"
"POL",1990,5845.78,"ppp ph17"
"PRT",1990,11292.26,"ppp ph17"
"QAT",1990,33132.21,"ppp ph17"
"RUS",1990,NA,"ppp ph17"
"SEN",1990,1080.17,"ppp ph17"
"SDN",1990,333.83,"ppp ph17"
"RWA",1990,502.85,"ppp ph17"
"WSM",1990,NA,"ppp ph17"
"SMR",1990,NA,"ppp ph17"
"STP",1990,950.21,"ppp ph17"
"SAU",1990,14418.39,"ppp ph17"
"SRB",1990,NA,"ppp ph17"
"SYC",1990,8612.72,"ppp ph17"
"SLE",1990,1088.04,"ppp ph17"
"SGP",1990,17393.59,"ppp ph17"
"SVK",1990,NA,"ppp ph17"
"SVN",1990,NA,"ppp ph17"
"SLB",1990,1765.33,"ppp ph17"
"ZAF",1990,5458.49,"ppp ph17"
"SSD",1990,NA,"ppp ph17"
"ESP",1990,14200.17,"ppp ph17"
"LKA",1990,1488.82,"ppp ph17"
"KNA",1990,7813.33,"ppp ph17"
"LCA",1990,6211.14,"ppp ph17"
"VCT",1990,4136.47,"ppp ph17"
"SUR",1990,NA,"ppp ph17"
"SWZ",1990,2654.45,"ppp ph17"
"SWE",1990,17862.68,"ppp ph17"
"CHE",1990,25176.88,"ppp ph17"
"SYR",1990,2219.16,"ppp ph17"
"TWN",1990,9858.46,"ppp ph17"
"TJK",1990,NA,"ppp ph17"
"TZA",1990,607.76,"ppp ph17"
"THA",1990,2910.23,"ppp ph17"
"TLS",1990,NA,"ppp ph17"
"TGO",1990,791.46,"ppp ph17"
"TON",1990,3929,"ppp ph17"
"TTO",1990,NA,"ppp ph17"
"TUN",1990,3177.44,"ppp ph17"
"TUR",1990,5558.24,"ppp ph17"
"TKM",1990,NA,"ppp ph17"
"TUV",1990,NA,"ppp ph17"
"UGA",1990,473.59,"ppp ph17"
"UKR",1990,NA,"ppp ph17"
"ARE",1990,32142.95,"ppp ph17"
"GBR",1990,16100.24,"ppp ph17"
"USA",1990,23197.7,"ppp ph17"
"URY",1990,5295.71,"ppp ph17"
"UZB",1990,NA,"ppp ph17"
"VUT",1990,2829.36,"ppp ph17"
"VEN",1990,7050.13,"ppp ph17"
"VNM",1990,657.7,"ppp ph17"
"YEM",1990,1406.44,"ppp ph17"
"ZMB",1990,999.93,"ppp ph17"
"ZWE",1990,NA,"ppp ph17"
"AFG",1991,NA,"ppp ph17"
"ALB",1991,1995.79,"ppp ph17"
"DZA",1991,3682.45,"ppp ph17"
"AGO",1991,2186.45,"ppp ph17"
"ATG",1991,10232.77,"ppp ph17"
"ARG",1991,6374.31,"ppp ph17"
"ARM",1991,NA,"ppp ph17"
"AUS",1991,18021.22,"ppp ph17"
"AUT",1991,19915.38,"ppp ph17"
"AZE",1991,NA,"ppp ph17"
"BHS",1991,17640.68,"ppp ph17"
"BHR",1991,14392.54,"ppp ph17"
"BDI",1991,492.86,"ppp ph17"
"BGD",1991,593.89,"ppp ph17"
"BRB",1991,13360.3,"ppp ph17"
"BLR",1991,NA,"ppp ph17"
"BEL",1991,19191.45,"ppp ph17"
"BLZ",1991,3925.51,"ppp ph17"
"BEN",1991,844.99,"ppp ph17"
"BTN",1991,1340.97,"ppp ph17"
"BOL",1991,2420.43,"ppp ph17"
"BIH",1991,NA,"ppp ph17"
"BWA",1991,5660.87,"ppp ph17"
"BRA",1991,5413.89,"ppp ph17"
"BRN",1991,37655.59,"ppp ph17"
"BGR",1991,6690.1,"ppp ph17"
"BFA",1991,573.64,"ppp ph17"
"KHM",1991,607.66,"ppp ph17"
"CMR",1991,1551.55,"ppp ph17"
"CAN",1991,20222.52,"ppp ph17"
"CPV",1991,1121.81,"ppp ph17"
"CAF",1991,581.66,"ppp ph17"
"TCD",1991,810.91,"ppp ph17"
"CHL",1991,5482,"ppp ph17"
"CHN",1991,888.46,"ppp ph17"
"COL",1991,4470.8,"ppp ph17"
"BGD",1992,622.96,"ppp ph17"
"BRB",1992,12897.5,"ppp ph17"
"BLR",1992,4370.2,"ppp ph17"
"BEL",1992,19877.53,"ppp ph17"
"BLZ",1992,4389.29,"ppp ph17"
"BEN",1992,864.8,"ppp ph17"
"BTN",1992,1459.69,"ppp ph17"
"BOL",1992,2467.12,"ppp ph17"
"BIH",1992,NA,"ppp ph17"
"BWA",1992,5637.02,"ppp ph17"
"BRA",1992,5427.11,"ppp ph17"
"BRN",1992,39367.72,"ppp ph17"
"BGR",1992,6335.05,"ppp ph17"
"BFA",1992,571.94,"ppp ph17"
"KHM",1992,645.92,"ppp ph17"
"CMR",1992,1494.35,"ppp ph17"
"CAN",1992,20634.71,"ppp ph17"
"CPV",1992,1151.43,"ppp ph17"
"CAF",1992,563.46,"ppp ph17"
"TCD",1992,830.08,"ppp ph17"
"CHL",1992,6185.09,"ppp ph17"
"CHN",1992,1027.1,"ppp ph17"
"COL",1992,4682.41,"ppp ph17"
"COM",1992,930.46,"ppp ph17"
"COD",1992,329.12,"ppp ph17"
"COG",1992,2786.93,"ppp ph17"
"CRI",1992,NA,"ppp ph17"
"CIV",1992,1317.08,"ppp ph17"
"HRV",1992,7256.5,"ppp ph17"
"CYP",1992,13821.2,"ppp ph17"
"CZE",1992,NA,"ppp ph17"
"DNK",1992,20242.86,"ppp ph17"
"DJI",1992,2208.1,"ppp ph17"
"DMA",1992,6093.24,"ppp ph17"
"DOM",1992,3329.17,"ppp ph17"
"ECU",1992,4689.03,"ppp ph17"
"EGY",1992,2670.1,"ppp ph17"
"SLV",1992,3123.75,"ppp ph17"
"GNQ",1992,582.72,"ppp ph17"
"ERI",1992,513.41,"ppp ph17"
"EST",1992,NA,"ppp ph17"
"ETH",1992,330.4,"ppp ph17"
"FJI",1992,2576.75,"ppp ph17"
"FIN",1992,16025.41,"ppp ph17"
"KEN",1992,1067.8,"ppp ph17"
"FRA",1992,19547.85,"ppp ph17"
"GAB",1992,11389.19,"ppp ph17"
"GMB",1992,1172.92,"ppp ph17"
"GEO",1992,NA,"ppp ph17"
"DEU",1992,20282.67,"ppp ph17"
"GHA",1992,1072.75,"ppp ph17"
"GRC",1992,14127.73,"ppp ph17"
"GRD",1992,5932.89,"ppp ph17"
"GTM",1992,3154.19,"ppp ph17"
"GIN",1992,660.54,"ppp ph17"
"GNB",1992,1040.31,"ppp ph17"
"GUY",1992,2734,"ppp ph17"
"HTI",1992,1027.87,"ppp ph17"
"HND",1992,2495.59,"ppp ph17"
"HKG",1992,20092.5,"ppp ph17"
"HUN",1992,8306.8,"ppp ph17"
"ISL",1992,18842.01,"ppp ph17"
"IND",1992,959.52,"ppp ph17"
"IDN",1992,1802.41,"ppp ph17"
"IRN",1992,5001.18,"ppp ph17"
"IRQ",1992,NA,"ppp ph17"
"IRL",1992,14104.85,"ppp ph17"
"ISR",1992,14830.7,"ppp ph17"
"ITA",1992,18646.21,"ppp ph17"
"JAM",1992,5978.65,"ppp ph17"
"JPN",1992,21041.83,"ppp ph17"
"JOR",1992,2580.24,"ppp ph17"
"KAZ",1992,4414.03,"ppp ph17"
"KIR",1992,3583.74,"ppp ph17"
"KOR",1992,9436.41,"ppp ph17"
"UVK",1992,NA,"ppp ph17"
"KWT",1992,26522.22,"ppp ph17"
"KGZ",1992,1485.67,"ppp ph17"
"LAO",1992,766.84,"ppp ph17"
"LVA",1992,5049.59,"ppp ph17"
"LBN",1992,5549.23,"ppp ph17"
"LSO",1992,757.19,"ppp ph17"
"LBR",1992,NA,"ppp ph17"
"LBY",1992,10475.85,"ppp ph17"
"LTU",1992,NA,"ppp ph17"
"MDV",1992,2279.34,"ppp ph17"
"NGA",1992,1005.95,"ppp ph17"
"ROU",1992,4743.32,"ppp ph17"
"LUX",1992,35988.4,"ppp ph17"
"MKD",1992,5491.65,"ppp ph17"
"MDG",1992,668.94,"ppp ph17"
"MWI",1992,404.11,"ppp ph17"
"MYS",1992,5813.55,"ppp ph17"
"MLI",1992,527.65,"ppp ph17"
"MLT",1992,NA,"ppp ph17"
"MHL",1992,NA,"ppp ph17"
"MRT",1992,1170.81,"ppp ph17"
"MUS",1992,5115.58,"ppp ph17"
"MEX",1992,8110.19,"ppp ph17"
"FSM",1992,NA,"ppp ph17"
"MDA",1992,1776.84,"ppp ph17"
"MNG",1992,1617.81,"ppp ph17"
"MNE",1992,NA,"ppp ph17"
"MAR",1992,2129.4,"ppp ph17"
"MOZ",1992,266.61,"ppp ph17"
"MMR",1992,NA,"ppp ph17"
"NAM",1992,3468.47,"ppp ph17"
"NPL",1992,564.31,"ppp ph17"
"NLD",1992,20548.65,"ppp ph17"
"NZL",1992,13918.11,"ppp ph17"
"NIC",1992,NA,"ppp ph17"
"NER",1992,468.61,"ppp ph17"
"NOR",1992,26215.21,"ppp ph17"
"OMN",1992,12034.6,"ppp ph17"
"PAK",1992,1362.69,"ppp ph17"
"PAN",1992,4691.52,"ppp ph17"
"PNG",1992,1423.51,"ppp ph17"
"PRY",1992,3460.4,"ppp ph17"
"PER",1992,3363.54,"ppp ph17"
"PHL",1992,1890.93,"ppp ph17"
"POL",1992,5848.9,"ppp ph17"
"PRT",1992,12799.64,"ppp ph17"
"QAT",1992,34754,"ppp ph17"
"RUS",1992,7869.69,"ppp ph17"
"SEN",1992,1125.01,"ppp ph17"
"SDN",1992,352.05,"ppp ph17"
"RWA",1992,527.2,"ppp ph17"
"WSM",1992,NA,"ppp ph17"
"SMR",1992,NA,"ppp ph17"
"STP",1992,969.15,"ppp ph17"
"SAU",1992,15629.83,"ppp ph17"
"SRB",1992,NA,"ppp ph17"
"SYC",1992,9875.9,"ppp ph17"
"SLE",1992,915.29,"ppp ph17"
"SGP",1992,19881.87,"ppp ph17"
"SVK",1992,NA,"ppp ph17"
"SVN",1992,10810.33,"ppp ph17"
"SLB",1992,2092.82,"ppp ph17"
"ZAF",1992,5363.22,"ppp ph17"
"SSD",1992,NA,"ppp ph17"
"ESP",1992,15471.15,"ppp ph17"
"LKA",1992,1736.72,"ppp ph17"
"KNA",1992,8823.1,"ppp ph17"
"LCA",1992,6905.91,"ppp ph17"
"VCT",1992,4719,"ppp ph17"
"SUR",1992,NA,"ppp ph17"
"SWZ",1992,2807.19,"ppp ph17"
"SWE",1992,18292.56,"ppp ph17"
"CHE",1992,25778.54,"ppp ph17"
"SYR",1992,2782.63,"ppp ph17"
"TWN",1992,11891.86,"ppp ph17"
"TJK",1992,1223.18,"ppp ph17"
"TZA",1992,621.54,"ppp ph17"
"THA",1992,3511.97,"ppp ph17"
"TLS",1992,NA,"ppp ph17"
"TGO",1992,772.9,"ppp ph17"
"TON",1992,4196.53,"ppp ph17"
"TTO",1992,NA,"ppp ph17"
"TUN",1992,3623.61,"ppp ph17"
"TUR",1992,6058.15,"ppp ph17"
"TKM",1992,2349.42,"ppp ph17"
"TUV",1992,NA,"ppp ph17"
"UGA",1992,490.08,"ppp ph17"
"UKR",1992,5163.94,"ppp ph17"
"ARE",1992,32898.53,"ppp ph17"
"GBR",1992,16804.53,"ppp ph17"
"USA",1992,24699.63,"ppp ph17"
"URY",1992,6199.57,"ppp ph17"
"UZB",1992,1287,"ppp ph17"
"VUT",1992,3049.79,"ppp ph17"
"VEN",1992,8297.19,"ppp ph17"
"VNM",1992,773.32,"ppp ph17"
"YEM",1992,1559.42,"ppp ph17"
"ZMB",1992,1012.36,"ppp ph17"
"ZWE",1992,NA,"ppp ph17"
"AFG",1993,NA,"ppp ph17"
"ALB",1993,2155.22,"ppp ph17"
"DZA",1993,3654.14,"ppp ph17"
"AGO",1993,1549.55,"ppp ph17"
"ATG",1993,10921.36,"ppp ph17"
"ARG",1993,7598.09,"ppp ph17"
"ARM",1993,1029.74,"ppp ph17"
"AUS",1993,19719.14,"ppp ph17"
"AUT",1993,20978.87,"ppp ph17"
"AZE",1993,2356.52,"ppp ph17"
"BHS",1993,17282.36,"ppp ph17"
"BHR",1993,16792.94,"ppp ph17"
"BDI",1993,475.71,"ppp ph17"
"BGD",1993,649.98,"ppp ph17"
"BRB",1993,13287.95,"ppp ph17"
"BLR",1993,4118.02,"ppp ph17"
"BEL",1993,20028.76,"ppp ph17"
"BLZ",1993,4628.05,"ppp ph17"
"BEN",1993,908.79,"ppp ph17"
"BTN",1993,1555.9,"ppp ph17"
"BOL",1993,2556.23,"ppp ph17"
"BIH",1993,NA,"ppp ph17"
"BWA",1993,5847.86,"ppp ph17"
"BRA",1993,5713.86,"ppp ph17"
"BRN",1993,39429.22,"ppp ph17"
"BGR",1993,5782.74,"ppp ph17"
"BFA",1993,587.87,"ppp ph17"
"KHM",1993,666.12,"ppp ph17"
"CMR",1993,1435.85,"ppp ph17"
"CAN",1993,21337.31,"ppp ph17"
"ARM",1994,1092.7,"ppp ph17"
"AUS",1994,20886.04,"ppp ph17"
"AUT",1994,21850.94,"ppp ph17"
"AZE",1994,1904.82,"ppp ph17"
"BHS",1994,17812.97,"ppp ph17"
"BHR",1994,16493.04,"ppp ph17"
"BDI",1994,459.17,"ppp ph17"
"BGD",1994,679.08,"ppp ph17"
"BRB",1994,13090.49,"ppp ph17"
"BLR",1994,3717.18,"ppp ph17"
"BEL",1994,21043.16,"ppp ph17"
"BLZ",1994,4598.46,"ppp ph17"
"BEN",1994,920.34,"ppp ph17"
"BTN",1994,1702.85,"ppp ph17"
"BOL",1994,2656,"ppp ph17"
"BIH",1994,NA,"ppp ph17"
"BWA",1994,5722.47,"ppp ph17"
"BRA",1994,6049.4,"ppp ph17"
"BRN",1994,40491.54,"ppp ph17"
"BGR",1994,5747.07,"ppp ph17"
"BFA",1994,591.34,"ppp ph17"
"KHM",1994,613.5,"ppp ph17"
"CMR",1994,1388.13,"ppp ph17"
"CAN",1994,22590.26,"ppp ph17"
"CPV",1994,1305.41,"ppp ph17"
"CAF",1994,570.83,"ppp ph17"
"TCD",1994,853.48,"ppp ph17"
"CHL",1994,7042.41,"ppp ph17"
"CHN",1994,1350.51,"ppp ph17"
"COL",1994,5235.31,"ppp ph17"
"COM",1994,898.3,"ppp ph17"
"COD",1994,267.76,"ppp ph17"
"COG",1994,2564.97,"ppp ph17"
"CRI",1994,NA,"ppp ph17"
"CIV",1994,1374.65,"ppp ph17"
"HRV",1994,7713.55,"ppp ph17"
"CYP",1994,14698.47,"ppp ph17"
"CZE",1994,NA,"ppp ph17"
"DNK",1994,22125.46,"ppp ph17"
"DJI",1994,2016.32,"ppp ph17"
"DMA",1994,6615.26,"ppp ph17"
"COM",1991,860.07,"ppp ph17"
"COD",1991,370.92,"ppp ph17"
"COG",1991,2734.98,"ppp ph17"
"CRI",1991,NA,"ppp ph17"
"CIV",1991,1340.58,"ppp ph17"
"HRV",1991,NA,"ppp ph17"
"CYP",1991,12670.8,"ppp ph17"
"CZE",1991,NA,"ppp ph17"
"DNK",1991,19449.91,"ppp ph17"
"DJI",1991,2217.12,"ppp ph17"
"DMA",1991,5793.7,"ppp ph17"
"DOM",1991,3010.68,"ppp ph17"
"ECU",1991,4520.55,"ppp ph17"
"EGY",1991,2654.29,"ppp ph17"
"SLV",1991,2856.96,"ppp ph17"
"GNQ",1991,437.02,"ppp ph17"
"ERI",1991,NA,"ppp ph17"
"EST",1991,NA,"ppp ph17"
"ETH",1991,366.57,"ppp ph17"
"FJI",1991,2399.08,"ppp ph17"
"FIN",1991,16303.71,"ppp ph17"
"KEN",1991,1085.02,"ppp ph17"
"FRA",1991,18906.29,"ppp ph17"
"GAB",1991,11838.48,"ppp ph17"
"GMB",1991,1142.13,"ppp ph17"
"GEO",1991,NA,"ppp ph17"
"DEU",1991,19668.79,"ppp ph17"
"GHA",1991,1032.51,"ppp ph17"
"GRC",1991,13846.31,"ppp ph17"
"GRD",1991,5840.97,"ppp ph17"
"GTM",1991,3019.96,"ppp ph17"
"GIN",1991,651.61,"ppp ph17"
"GNB",1991,1026.14,"ppp ph17"
"GUY",1991,2530.77,"ppp ph17"
"HTI",1991,1047.29,"ppp ph17"
"HND",1991,2372.61,"ppp ph17"
"HKG",1991,18729.91,"ppp ph17"
"HUN",1991,8371.29,"ppp ph17"
"ISL",1991,19243.24,"ppp ph17"
"IND",1991,915.67,"ppp ph17"
"IDN",1991,1681.26,"ppp ph17"
"IRN",1991,5166.15,"ppp ph17"
"IRQ",1991,NA,"ppp ph17"
"IRL",1991,13410.66,"ppp ph17"
"ISR",1991,14001.19,"ppp ph17"
"ITA",1991,18072.89,"ppp ph17"
"JAM",1991,5730.06,"ppp ph17"
"JPN",1991,20465.62,"ppp ph17"
"JOR",1991,2289.33,"ppp ph17"
"KAZ",1991,NA,"ppp ph17"
"KIR",1991,3440.79,"ppp ph17"
"KOR",1991,8806.41,"ppp ph17"
"UVK",1991,NA,"ppp ph17"
"KWT",1991,17951.54,"ppp ph17"
"KGZ",1991,NA,"ppp ph17"
"LAO",1991,719.91,"ppp ph17"
"LVA",1991,NA,"ppp ph17"
"LBN",1991,5291.27,"ppp ph17"
"LSO",1991,716.14,"ppp ph17"
"LBR",1991,NA,"ppp ph17"
"LBY",1991,10728.03,"ppp ph17"
"LTU",1991,NA,"ppp ph17"
"MDV",1991,2150.25,"ppp ph17"
"NGA",1991,1005.33,"ppp ph17"
"ROU",1991,5059.18,"ppp ph17"
"LUX",1991,34999.33,"ppp ph17"
"MKD",1991,NA,"ppp ph17"
"MDG",1991,665.05,"ppp ph17"
"MWI",1991,431.14,"ppp ph17"
"MYS",1991,5361.75,"ppp ph17"
"MLI",1991,548.64,"ppp ph17"
"MLT",1991,NA,"ppp ph17"
"MHL",1991,NA,"ppp ph17"
"MRT",1991,1155.1,"ppp ph17"
"MUS",1991,4586.17,"ppp ph17"
"MEX",1991,7791.49,"ppp ph17"
"FSM",1991,NA,"ppp ph17"
"MDA",1991,NA,"ppp ph17"
"MNG",1991,1773.98,"ppp ph17"
"MNE",1991,NA,"ppp ph17"
"MAR",1991,2209.39,"ppp ph17"
"MOZ",1991,279.95,"ppp ph17"
"MMR",1991,NA,"ppp ph17"
"NAM",1991,3216.82,"ppp ph17"
"NPL",1991,543.03,"ppp ph17"
"NLD",1991,19885.27,"ppp ph17"
"NZL",1991,13635.71,"ppp ph17"
"NIC",1991,NA,"ppp ph17"
"NER",1991,506.33,"ppp ph17"
"NOR",1991,24879.84,"ppp ph17"
"OMN",1991,11225.91,"ppp ph17"
"PAK",1991,1274.03,"ppp ph17"
"PAN",1991,4314.84,"ppp ph17"
"PNG",1991,1318.09,"ppp ph17"
"PRY",1991,3405.58,"ppp ph17"
"PER",1991,3361.86,"ppp ph17"
"PHL",1991,1881.83,"ppp ph17"
"POL",1991,5614.21,"ppp ph17"
"PRT",1991,12117.45,"ppp ph17"
"QAT",1991,32394.13,"ppp ph17"
"RUS",1991,NA,"ppp ph17"
"SEN",1991,1115.38,"ppp ph17"
"SDN",1991,368.74,"ppp ph17"
"RWA",1991,483.42,"ppp ph17"
"WSM",1991,NA,"ppp ph17"
"SMR",1991,NA,"ppp ph17"
"STP",1991,967.93,"ppp ph17"
"SAU",1991,15547.71,"ppp ph17"
"SRB",1991,NA,"ppp ph17"
"SYC",1991,9042.87,"ppp ph17"
"SLE",1991,1013.75,"ppp ph17"
"SGP",1991,18610.58,"ppp ph17"
"SVK",1991,NA,"ppp ph17"
"SVN",1991,NA,"ppp ph17"
"SLB",1991,1874.02,"ppp ph17"
"ZAF",1991,5472.35,"ppp ph17"
"SSD",1991,NA,"ppp ph17"
"ESP",1991,15034.86,"ppp ph17"
"LKA",1991,1639.75,"ppp ph17"
"KNA",1991,8318.43,"ppp ph17"
"LCA",1991,6329.98,"ppp ph17"
"VCT",1991,4309.7,"ppp ph17"
"SUR",1991,NA,"ppp ph17"
"SWZ",1991,2723.63,"ppp ph17"
"SWE",1991,18182.86,"ppp ph17"
"CHE",1991,25513.09,"ppp ph17"
"SYR",1991,2470.24,"ppp ph17"
"TWN",1991,10903.38,"ppp ph17"
"TJK",1991,NA,"ppp ph17"
"TZA",1991,622.59,"ppp ph17"
"THA",1991,3220.19,"ppp ph17"
"TLS",1991,NA,"ppp ph17"
"TGO",1991,799.86,"ppp ph17"
"TON",1991,4282.53,"ppp ph17"
"TTO",1991,NA,"ppp ph17"
"TUN",1991,3351.13,"ppp ph17"
"TUR",1991,5693.96,"ppp ph17"
"TKM",1991,NA,"ppp ph17"
"TUV",1991,NA,"ppp ph17"
"UGA",1991,481.97,"ppp ph17"
"UKR",1991,NA,"ppp ph17"
"ARE",1991,32522.07,"ppp ph17"
"GBR",1991,16317.04,"ppp ph17"
"USA",1991,23647.57,"ppp ph17"
"URY",1991,5644.6,"ppp ph17"
"UZB",1991,NA,"ppp ph17"
"VUT",1991,2961.79,"ppp ph17"
"VEN",1991,7821.74,"ppp ph17"
"VNM",1991,707.43,"ppp ph17"
"YEM",1991,1477.74,"ppp ph17"
"ZMB",1991,997.91,"ppp ph17"
"ZWE",1991,NA,"ppp ph17"
"AFG",1992,NA,"ppp ph17"
"ALB",1992,1914.53,"ppp ph17"
"DZA",1992,3738.53,"ppp ph17"
"AGO",1992,2050.21,"ppp ph17"
"ATG",1992,10402.59,"ppp ph17"
"ARG",1992,7100.62,"ppp ph17"
"ARM",1992,1239.21,"ppp ph17"
"AUS",1992,18743.35,"ppp ph17"
"AUT",1992,20586.57,"ppp ph17"
"AZE",1992,3009.42,"ppp ph17"
"BHS",1992,17149.99,"ppp ph17"
"BHR",1992,15116.34,"ppp ph17"
"BDI",1992,495.52,"ppp ph17"
"CPV",1993,1228.8,"ppp ph17"
"CAF",1993,553.29,"ppp ph17"
"TCD",1993,811.35,"ppp ph17"
"CHL",1993,6641.38,"ppp ph17"
"CHN",1993,1182.8,"ppp ph17"
"COL",1993,4964.41,"ppp ph17"
"COM",1993,953.85,"ppp ph17"
"COD",1993,281.79,"ppp ph17"
"COG",1993,2737.47,"ppp ph17"
"CRI",1993,NA,"ppp ph17"
"CIV",1993,1384.25,"ppp ph17"
"HRV",1993,6979.4,"ppp ph17"
"CYP",1993,13880.07,"ppp ph17"
"CZE",1993,NA,"ppp ph17"
"DNK",1993,20597.84,"ppp ph17"
"DJI",1993,2049.31,"ppp ph17"
"DMA",1993,6343.06,"ppp ph17"
"DOM",1993,3566.46,"ppp ph17"
"ECU",1993,4784.37,"ppp ph17"
"EGY",1993,2751.32,"ppp ph17"
"SLV",1993,3404.57,"ppp ph17"
"GNQ",1993,639.14,"ppp ph17"
"ERI",1993,592.85,"ppp ph17"
"EST",1993,5708.68,"ppp ph17"
"ETH",1993,370.15,"ppp ph17"
"FJI",1993,2666.86,"ppp ph17"
"FIN",1993,16174.79,"ppp ph17"
"KEN",1993,1061.6,"ppp ph17"
"FRA",1993,19757.5,"ppp ph17"
"GAB",1993,11813.87,"ppp ph17"
"GMB",1993,1201.95,"ppp ph17"
"GEO",1993,NA,"ppp ph17"
"DEU",1993,20372.68,"ppp ph17"
"GHA",1993,1119.02,"ppp ph17"
"GRC",1993,14054.12,"ppp ph17"
"GRD",1993,5854.85,"ppp ph17"
"GTM",1993,3249.22,"ppp ph17"
"GIN",1993,680.17,"ppp ph17"
"GNB",1993,1063.44,"ppp ph17"
